OrderID,CustomerID,Gender,Age,State,CustomerType,OrderDate,PickupDate,DeliveryDate,ServiceName,QuantityOfClothes,WeightKg,LoadType,DeliveryType,Revenue,PaymentDate,PaymentAmount,PaymentMethod,LabourCost,ElectricityCost,WaterCost,DetergentCost,ChemicalCost,PackagingCost,FuelCost,MaintenanceCost,DiscountGiven,Tax,OtherCost,TotalExpense,NetProfit,PaymentStatus
102,31,Male,39,New York,Student,11/21/2023,11/22/2023,11/26/2023,Laundry,27,8.77,Light,Home Delivery,4285.41,11/22/2023,4285.41,Cash,771.37,214.27,171.42,214.27,0,50,171.42,128.56,0,321.41,85.71,2128.43,2156.98,Paid
103,84,Female,58,Colorado,Walk-in,2/7/2021,2/8/2021,2/12/2021,Ironing,6,3.45,Mixed,Home Delivery,2194.49,2/8/2021,2194.49,Cash,482.79,87.78,0,0,0,20,87.78,65.83,0,164.59,43.89,952.66,1241.83,Paid
104,28,Male,36,Oregon,Regular,10/4/2021,10/5/2021,10/9/2021,Laundry,22,11.86,Mixed,Customer Pickup,14690.59,10/4/2021,14690.59,Online Payment,3231.93,881.44,587.62,734.53,0,50,0,440.72,0,1101.79,293.81,7321.84,7368.75,Paid
105,87,Male,34,Ohio,Regular,1/29/2025,1/30/2025,2/3/2025,Ironing,14,8.67,Mixed,Home Delivery,6516.49,2/3/2025,6516.49,Credit Card,1433.63,325.82,0,0,0,35,260.66,195.49,325.82,488.74,130.33,2543.85,3972.64,Paid
106,50,Male,42,Maryland,Regular,1/7/2022,1/8/2022,1/12/2022,Mending,20,5.41,Light,Home Delivery,7612.95,1/8/2022,7612.95,Cash,1370.33,380.65,0,0,0,35,304.52,228.39,0,570.97,152.26,3042.12,4570.83,Paid
107,88,Female,48,District of Columbia,Student,1/27/2021,1/28/2021,2/1/2021,Ironing,30,17.85,Mixed,Customer Pickup,10049.88,1/28/2021,10049.88,Online Payment,2210.97,602.99,0,0,0,50,0,301.5,0,753.74,201,4120.2,5929.68,Paid
108,92,Female,37,New York,Regular,1/7/2023,1/8/2023,1/12/2023,Laundry,5,1.53,Light,Customer Pickup,8611.75,1/7/2023,8611.75,Online Payment,1550.12,344.47,344.47,430.59,0,20,0,258.35,0,645.88,172.24,3766.12,4845.63,Paid
109,95,Male,34,Nevada,Regular,4/27/2024,4/28/2024,5/2/2024,Laundry,19,20.13,Heavy,Customer Pickup,4208.67,5/2/2024,4208.67,Credit Card,1094.25,252.52,168.35,210.43,0,35,0,126.26,0,315.65,84.17,2286.63,1922.04,Paid
110,97,Male,29,Alabama,Corporate,11/5/2024,11/6/2024,11/10/2024,Dry Cleaning,7,2.21,Light,Customer Pickup,13641.16,11/10/2024,13641.16,Cash,2455.41,545.65,0,0,818.47,20,0,409.23,0,1023.09,272.82,5544.67,8096.49,Paid
111,1,Female,59,North Carolina,Regular,10/15/2024,10/16/2024,10/20/2024,Stain Removal,16,9.74,Mixed,Home Delivery,5332.85,10/16/2024,5332.85,Cash,1173.23,266.64,159.99,106.66,213.31,35,213.31,159.99,0,399.96,106.66,2834.75,2498.1,Paid
112,12,Female,46,West Virginia,Regular,1/25/2023,1/26/2023,1/30/2023,Dry Cleaning,10,3.14,Light,Home Delivery,6396.58,1/30/2023,6396.58,Cash,1151.38,255.86,0,0,383.79,20,255.86,191.9,0,479.74,127.93,2866.46,3530.12,Paid
113,55,Male,21,New York,Student,11/30/2025,12/1/2025,12/5/2025,Dry Cleaning,2,1.61,Heavy,Customer Pickup,6457.11,11/30/2025,6457.11,Online Payment,1678.85,258.28,0,0,387.43,20,0,193.71,0,484.28,129.14,3151.69,3305.42,Paid
114,41,Female,54,California,Corporate,9/17/2021,9/18/2021,9/22/2021,Dry Cleaning,12,6.32,Mixed,Customer Pickup,7240.1,9/22/2021,7240.1,Credit Card,1592.82,362.01,0,0,434.41,35,0,217.2,0,543.01,144.8,3329.25,3910.85,Paid
115,37,Male,29,Georgia,Student,6/11/2025,6/12/2025,6/16/2025,Ironing,20,6.68,Light,Home Delivery,13631.86,6/16/2025,13631.86,Cash,2453.73,681.59,0,0,0,35,545.27,408.96,0,1022.39,272.64,5419.58,8212.28,Paid
116,63,Female,55,Maryland,Student,3/12/2024,3/13/2024,3/17/2024,Mending,21,12.56,Mixed,Customer Pickup,2980.53,3/17/2024,2980.53,Credit Card,655.72,178.83,0,0,0,50,0,89.42,0,223.54,59.61,1257.12,1723.41,Paid
117,4,Male,26,Washington,Regular,10/11/2025,10/12/2025,10/16/2025,Dry Cleaning,23,14.12,Mixed,Home Delivery,7206.13,10/16/2025,7206.13,Online Payment,1585.35,432.37,0,0,432.37,50,288.25,216.18,360.31,540.46,144.12,3328.79,3877.34,Paid
118,29,Female,54,Florida,Student,1/27/2023,1/28/2023,2/1/2023,Mending,10,3.33,Light,Home Delivery,3198.81,1/28/2023,3198.81,Cash,575.79,127.95,0,0,0,20,127.95,95.96,0,239.91,63.98,1251.54,1947.27,Paid
119,34,Male,31,District of Columbia,Regular,3/31/2023,4/1/2023,4/5/2023,Laundry,19,11.94,Mixed,Customer Pickup,5361.19,4/5/2023,5361.19,Online Payment,1179.46,321.67,214.45,268.06,0,35,0,160.84,0,402.09,107.22,2688.79,2672.4,Paid
120,81,Male,35,Florida,Regular,12/20/2025,12/21/2025,12/25/2025,Ironing,10,6.21,Mixed,Home Delivery,8852.56,12/25/2025,8852.56,Cash,1947.56,442.63,0,0,0,20,354.1,265.58,0,663.94,177.05,3870.86,4981.7,Paid
121,4,Male,26,Washington,Regular,8/28/2022,8/29/2022,9/2/2022,Laundry,28,8.28,Light,Customer Pickup,5478.42,9/2/2022,5478.42,Cash,986.12,273.92,219.14,273.92,0,50,0,164.35,0,410.88,109.57,2487.9,2990.52,Paid
122,77,Male,29,District of Columbia,Corporate,5/3/2021,5/4/2021,5/8/2021,Laundry,11,6.94,Mixed,Customer Pickup,13902.64,5/4/2021,13902.64,Cash,3058.58,695.13,556.11,695.13,0,35,0,417.08,0,1042.7,278.05,6777.78,7124.86,Paid
123,70,Female,42,Georgia,Corporate,1/8/2025,1/9/2025,1/13/2025,Stain Removal,16,10.35,Mixed,Home Delivery,4664.54,1/13/2025,4664.54,Credit Card,1026.2,279.87,139.94,93.29,186.58,35,186.58,139.94,0,349.84,93.29,2530.53,2134.01,Paid
124,22,Female,51,Pennsylvania,Regular,11/14/2025,11/15/2025,11/19/2025,Laundry,2,0.56,Light,Customer Pickup,11141.47,11/15/2025,11141.47,Cash,2005.46,445.66,445.66,557.07,0,20,0,334.24,0,835.61,222.83,4866.53,6274.94,Paid
125,96,Male,27,Florida,Corporate,5/22/2022,5/23/2022,5/27/2022,Laundry,5,2.89,Mixed,Customer Pickup,4101.47,5/23/2022,4101.47,Cash,902.32,164.06,164.06,205.07,0,20,0,123.04,0,307.61,82.03,1968.19,2133.28,Paid
126,16,Male,36,California,Student,1/30/2025,1/31/2025,2/4/2025,Laundry,27,8.67,Light,Customer Pickup,1538.94,2/4/2025,1538.94,Cash,277.01,76.95,61.56,76.95,0,50,0,46.17,76.95,115.42,30.78,657.89,881.05,Paid
127,90,Male,42,North Carolina,Corporate,12/26/2025,12/27/2025,12/31/2025,Laundry,18,4.51,Light,Customer Pickup,12802.67,12/26/2025,12802.67,Online Payment,2304.48,512.11,512.11,640.13,0,35,0,384.08,0,960.2,256.05,5604.16,7198.51,Paid
128,1,Female,59,North Carolina,Regular,11/24/2023,11/25/2023,11/29/2023,Dry Cleaning,9,5.71,Mixed,Home Delivery,11265.58,11/29/2023,11265.58,Online Payment,2478.43,563.28,0,0,675.93,20,450.62,337.97,0,844.92,225.31,5596.46,5669.12,Paid
129,36,Female,37,Texas,Corporate,10/9/2025,10/10/2025,10/14/2025,Ironing,8,2.37,Light,Customer Pickup,10178.16,10/9/2025,10178.16,Online Payment,1832.07,407.13,0,0,0,20,0,305.34,0,763.36,203.56,3531.46,6646.7,Paid
130,77,Male,29,District of Columbia,Corporate,9/18/2021,9/19/2021,9/23/2021,Laundry,22,6.86,Light,Customer Pickup,14006.33,9/23/2021,14006.33,Cash,2521.14,700.32,560.25,700.32,0,50,0,420.19,0,1050.47,280.13,6282.82,7723.51,Paid
131,77,Male,29,District of Columbia,Corporate,10/8/2022,10/9/2022,10/13/2022,Laundry,19,11.53,Mixed,Home Delivery,2830.29,10/8/2022,2830.29,Online Payment,622.66,169.82,113.21,141.51,0,35,113.21,84.91,0,212.27,56.61,1549.2,1281.09,Paid
132,51,Female,39,California,Corporate,8/19/2023,8/20/2023,8/24/2023,Ironing,23,7.37,Light,Home Delivery,8330.03,8/19/2023,8330.03,Online Payment,1499.41,416.5,0,0,0,50,333.2,249.9,0,624.75,166.6,3340.36,4989.67,Paid
133,24,Female,47,District of Columbia,Regular,9/11/2024,9/12/2024,9/16/2024,Laundry,14,4.05,Light,Express,3659.16,9/16/2024,3659.16,Online Payment,658.65,146.37,146.37,182.96,0,35,219.55,109.77,182.96,274.44,73.18,1663.33,1995.83,Paid
134,67,Male,39,Illinois,Corporate,8/25/2022,8/26/2022,8/30/2022,Laundry,20,12.51,Mixed,Customer Pickup,8638.58,8/30/2022,8638.58,Cash,1900.49,518.31,345.54,431.93,0,35,0,259.16,0,647.89,172.77,4311.09,4327.49,Paid
135,61,Female,44,Florida,Corporate,4/8/2025,4/9/2025,4/13/2025,Laundry,10,5.01,Mixed,Customer Pickup,11292.97,4/13/2025,11292.97,Cash,2484.45,564.65,451.72,564.65,0,20,0,338.79,0,846.97,225.86,5497.09,5795.88,Paid
136,3,Male,39,Arizona,Student,9/11/2023,9/12/2023,9/16/2023,Ironing,5,1.51,Light,Customer Pickup,8274.69,9/16/2023,8274.69,Credit Card,1489.44,330.99,0,0,0,20,0,248.24,0,620.6,165.49,2874.76,5399.93,Paid
137,31,Male,39,New York,Student,3/5/2023,3/6/2023,3/10/2023,Ironing,16,4.89,Light,Home Delivery,7286.86,3/10/2023,7286.86,Credit Card,1311.63,291.47,0,0,0,35,291.47,218.61,0,546.51,145.74,2840.43,4446.43,Paid
138,47,Male,34,Illinois,Student,7/29/2024,7/30/2024,8/3/2024,Dry Cleaning,21,11.24,Mixed,Customer Pickup,5123.49,7/30/2024,5123.49,Cash,1127.17,307.41,0,0,307.41,50,0,153.7,256.17,384.26,102.47,2176.25,2947.24,Paid
139,43,Male,34,California,Regular,6/16/2021,6/17/2021,6/21/2021,Dry Cleaning,22,6.63,Light,Customer Pickup,4361.13,6/21/2021,4361.13,Online Payment,785,218.06,0,0,261.67,50,0,130.83,0,327.08,87.22,1859.86,2501.27,Paid
140,73,Female,60,Ohio,Regular,7/13/2022,7/14/2022,7/18/2022,Laundry,17,5.71,Light,Express,6325.01,7/18/2022,6325.01,Cash,1138.5,316.25,253,316.25,0,35,379.5,189.75,0,474.38,126.5,3229.13,3095.88,Paid
141,36,Female,37,Texas,Corporate,5/13/2021,5/14/2021,5/18/2021,Stain Removal,22,7.17,Light,Home Delivery,8525.45,5/18/2021,8525.45,Cash,1534.58,426.27,255.76,170.51,341.02,50,341.02,255.76,0,639.41,170.51,4184.84,4340.61,Paid
142,59,Male,34,New York,Student,3/20/2024,3/21/2024,3/25/2024,Dry Cleaning,13,3.53,Light,Express,1980.34,3/25/2024,1980.34,Online Payment,356.46,79.21,0,0,118.82,35,118.82,59.41,0,148.53,39.61,955.86,1024.48,Paid
143,86,Female,53,District of Columbia,Student,4/28/2021,4/29/2021,5/3/2021,Laundry,17,17.61,Heavy,Customer Pickup,1289.91,4/28/2021,1289.91,Online Payment,335.38,77.39,51.6,64.5,0,35,0,38.7,0,96.74,25.8,725.11,564.8,Paid
144,53,Female,44,Virginia,Student,10/18/2021,10/19/2021,10/23/2021,Dry Cleaning,2,0.56,Light,Customer Pickup,8753.06,10/23/2021,8753.06,Cash,1575.55,350.12,0,0,525.18,20,0,262.59,0,656.48,175.06,3564.98,5188.08,Paid
145,8,Male,26,South Carolina,Corporate,5/10/2022,5/11/2022,5/15/2022,Laundry,6,1.56,Light,Home Delivery,933.57,5/15/2022,933.57,Cash,168.04,37.34,37.34,46.68,0,20,37.34,28.01,0,70.02,18.67,463.44,470.13,Paid
146,77,Male,29,District of Columbia,Corporate,6/27/2022,6/28/2022,7/2/2022,Laundry,12,7.12,Mixed,Home Delivery,14721.43,7/2/2022,14721.43,Credit Card,3238.71,736.07,588.86,736.07,0,35,588.86,441.64,0,1104.11,294.43,7763.75,6957.68,Paid
147,64,Male,27,Florida,Regular,6/4/2021,6/5/2021,6/9/2021,Laundry,26,16.18,Mixed,Express,14304.89,6/9/2021,14304.89,Credit Card,3147.08,858.29,572.2,715.24,0,50,858.29,429.15,0,1072.87,286.1,7989.22,6315.67,Paid
148,88,Female,48,District of Columbia,Student,7/12/2025,7/13/2025,7/17/2025,Ironing,3,1.6,Mixed,Customer Pickup,1501.29,7/13/2025,1501.29,Online Payment,330.28,60.05,0,0,0,20,0,45.04,0,112.6,30.03,598,903.29,Paid
149,46,Male,31,Texas,Regular,7/11/2024,7/12/2024,7/16/2024,Dry Cleaning,15,4.67,Light,Customer Pickup,3993.73,7/12/2024,3993.73,Online Payment,718.87,159.75,0,0,239.62,35,0,119.81,0,299.53,79.87,1652.45,2341.28,Paid
150,67,Male,39,Illinois,Corporate,7/19/2025,7/20/2025,7/24/2025,Laundry,8,2.35,Light,Home Delivery,2512.38,7/20/2025,2512.38,Online Payment,452.23,100.5,100.5,125.62,0,20,100.5,75.37,0,188.43,50.25,1213.4,1298.98,Paid
151,94,Male,32,Iowa,Regular,7/1/2021,7/2/2021,7/6/2021,Ironing,28,15.44,Mixed,Home Delivery,2925.78,7/2/2021,2925.78,Cash,643.67,175.55,0,0,0,50,117.03,87.77,0,219.43,58.52,1351.97,1573.81,Paid
152,72,Female,58,New Mexico,Student,2/18/2022,2/19/2022,2/23/2022,Laundry,25,14,Mixed,Home Delivery,3830.1,2/23/2022,3830.1,Credit Card,842.62,229.81,153.2,191.51,0,50,153.2,114.9,0,287.26,76.6,2099.1,1731,Paid
153,74,Male,22,Georgia,Regular,8/2/2025,8/3/2025,8/7/2025,Laundry,21,7.29,Light,Customer Pickup,2549.13,8/2/2025,2549.13,Online Payment,458.84,127.46,101.97,127.46,0,50,0,76.47,127.46,191.18,50.98,1056.9,1492.23,Paid
154,56,Female,57,Georgia,Regular,5/20/2021,5/21/2021,5/25/2021,Laundry,3,1.79,Mixed,Customer Pickup,5021.25,5/25/2021,5021.25,Online Payment,1104.68,200.85,200.85,251.06,0,20,0,150.64,0,376.59,100.43,2405.1,2616.15,Paid
155,57,Female,45,California,Regular,6/28/2023,6/29/2023,7/3/2023,Ironing,8,2.28,Light,Customer Pickup,5819.22,7/3/2023,5819.22,Cash,1047.46,232.77,0,0,0,20,0,174.58,0,436.44,116.38,2027.63,3791.59,Paid
156,16,Male,36,California,Student,5/3/2022,5/4/2022,5/8/2022,Laundry,14,4.62,Light,Customer Pickup,8206.08,5/8/2022,8206.08,Cash,1477.09,328.24,328.24,410.3,0,35,0,246.18,0,615.46,164.12,3604.63,4601.45,Paid
157,7,Female,64,New Mexico,Regular,10/5/2021,10/6/2021,10/10/2021,Mending,27,17.27,Mixed,Customer Pickup,4296.23,10/6/2021,4296.23,Online Payment,945.17,257.77,0,0,0,50,0,128.89,0,322.22,85.92,1789.97,2506.26,Paid
158,86,Female,53,District of Columbia,Student,12/6/2021,12/7/2021,12/11/2021,Ironing,10,2.76,Light,Customer Pickup,4923.24,12/11/2021,4923.24,Cash,886.18,196.93,0,0,0,20,0,147.7,0,369.24,98.46,1718.51,3204.73,Paid
159,11,Female,49,Kentucky,Regular,6/10/2024,6/11/2024,6/15/2024,Laundry,29,16.79,Mixed,Home Delivery,8727.49,6/15/2024,8727.49,Cash,1920.05,523.65,349.1,436.37,0,50,349.1,261.82,0,654.56,174.55,4719.2,4008.29,Paid
160,95,Male,34,Nevada,Regular,12/20/2021,12/21/2021,12/25/2021,Laundry,14,4.68,Light,Home Delivery,11525.03,12/25/2021,11525.03,Online Payment,2074.51,461,461,576.25,0,35,461,345.75,0,864.38,230.5,5509.39,6015.64,Paid
161,40,Male,37,Minnesota,Regular,6/18/2025,6/19/2025,6/23/2025,Laundry,2,1.98,Heavy,Customer Pickup,3394.3,6/23/2025,3394.3,Cash,882.52,135.77,135.77,169.72,0,20,0,101.83,0,254.57,67.89,1768.07,1626.23,Paid
162,16,Male,36,California,Student,8/24/2024,8/25/2024,8/29/2024,Laundry,27,8.52,Light,Home Delivery,14131.43,8/29/2024,14131.43,Cash,2543.66,706.57,565.26,706.57,0,50,565.26,423.94,706.57,1059.86,282.63,6197.18,7934.25,Paid
163,60,Male,19,Georgia,Corporate,9/5/2025,9/6/2025,9/10/2025,Laundry,24,13.33,Mixed,Customer Pickup,11022.33,9/10/2025,11022.33,Cash,2424.91,661.34,440.89,551.12,0,50,0,330.67,0,826.67,220.45,5506.05,5516.28,Paid
164,51,Female,39,California,Corporate,4/24/2022,4/25/2022,4/29/2022,Dry Cleaning,20,12.64,Mixed,Home Delivery,13966.39,4/24/2022,13966.39,Online Payment,3072.61,837.98,0,0,837.98,35,558.66,418.99,0,1047.48,279.33,7088.03,6878.36,Paid
165,77,Male,29,District of Columbia,Corporate,4/8/2024,4/9/2024,4/13/2024,Laundry,25,6.96,Light,Customer Pickup,5949.28,4/9/2024,5949.28,Cash,1070.87,297.46,237.97,297.46,0,50,0,178.48,0,446.2,118.99,2697.43,3251.85,Paid
166,28,Male,36,Oregon,Regular,9/8/2025,9/9/2025,9/13/2025,Laundry,13,4.27,Light,Customer Pickup,10352.75,9/13/2025,10352.75,Credit Card,1863.5,414.11,414.11,517.64,0,35,0,310.58,0,776.46,207.06,4538.46,5814.29,Paid
167,11,Female,49,Kentucky,Regular,3/7/2023,3/8/2023,3/12/2023,Ironing,16,8.16,Mixed,Express,4203.27,3/7/2023,4203.27,Credit Card,924.72,210.16,0,0,0,35,252.2,126.1,0,315.25,84.07,1947.5,2255.77,Paid
168,68,Male,19,Oklahoma,Walk-in,6/21/2021,6/22/2021,6/26/2021,Dry Cleaning,26,16.82,Mixed,Customer Pickup,10843.73,6/26/2021,10843.73,Cash,2385.62,650.62,0,0,650.62,50,0,325.31,0,813.28,216.87,5092.32,5751.41,Paid
169,8,Male,26,South Carolina,Corporate,6/15/2025,6/16/2025,6/20/2025,Ironing,20,6.4,Light,Customer Pickup,13700.21,6/20/2025,13700.21,Cash,2466.04,685.01,0,0,0,35,0,411.01,0,1027.52,274,4898.58,8801.63,Paid
170,34,Male,31,District of Columbia,Regular,8/7/2025,8/8/2025,8/12/2025,Dry Cleaning,26,15.23,Mixed,Customer Pickup,2555.86,8/12/2025,2555.86,Cash,562.29,153.35,0,0,153.35,50,0,76.68,0,191.69,51.12,1238.48,1317.38,Paid
171,46,Male,31,Texas,Regular,8/19/2021,8/20/2021,8/24/2021,Dry Cleaning,18,11.01,Mixed,Customer Pickup,5594.45,8/24/2021,5594.45,Cash,1230.78,335.67,0,0,335.67,35,0,167.83,0,419.58,111.89,2636.42,2958.03,Paid
172,28,Male,36,Oregon,Regular,11/17/2025,11/18/2025,11/22/2025,Laundry,9,4.53,Mixed,Customer Pickup,2952.96,11/22/2025,2952.96,Cash,649.65,118.12,118.12,147.65,0,20,0,88.59,0,221.47,59.06,1422.66,1530.3,Paid
173,100,Male,27,Colorado,Walk-in,3/23/2021,3/24/2021,3/28/2021,Dry Cleaning,17,5.71,Light,Customer Pickup,8645.16,3/24/2021,8645.16,Cash,1556.13,432.26,0,0,518.71,35,0,259.35,432.26,648.39,172.9,3190.48,5454.68,Paid
174,18,Female,61,Massachusetts,Regular,11/12/2025,11/13/2025,11/17/2025,Laundry,26,13.9,Mixed,Home Delivery,14038.21,11/17/2025,14038.21,Cash,3088.41,842.29,561.53,701.91,0,50,561.53,421.15,0,1052.87,280.76,7560.45,6477.76,Paid
175,90,Male,42,North Carolina,Corporate,4/13/2025,4/14/2025,4/18/2025,Ironing,10,5.88,Mixed,Customer Pickup,4580.26,4/18/2025,4580.26,Cash,1007.66,229.01,0,0,0,20,0,137.41,0,343.52,91.61,1829.21,2751.05,Paid
176,93,Female,35,North Carolina,Regular,6/5/2023,6/6/2023,6/10/2023,Dry Cleaning,15,4.1,Light,Customer Pickup,5433.51,6/6/2023,5433.51,Cash,978.03,217.34,0,0,326.01,35,0,163.01,0,407.51,108.67,2235.57,3197.94,Paid
177,95,Male,34,Nevada,Regular,11/24/2024,11/25/2024,11/29/2024,Laundry,16,14.72,Heavy,Customer Pickup,5756.17,11/29/2024,5756.17,Cash,1496.6,345.37,230.25,287.81,0,35,0,172.69,0,431.71,115.12,3114.55,2641.62,Paid
178,97,Male,29,Alabama,Corporate,2/25/2024,2/26/2024,3/1/2024,Dry Cleaning,30,8.43,Light,Customer Pickup,8407.75,2/25/2024,8407.75,Online Payment,1513.4,420.39,0,0,504.47,50,0,252.23,0,630.58,168.16,3539.23,4868.52,Paid
179,97,Male,29,Alabama,Corporate,6/1/2023,6/2/2023,6/6/2023,Laundry,16,8.83,Mixed,Customer Pickup,3007.78,6/6/2023,3007.78,Online Payment,661.71,150.39,120.31,150.39,0,35,0,90.23,0,225.58,60.16,1493.77,1514.01,Paid
180,94,Male,32,Iowa,Regular,12/29/2023,12/30/2023,1/3/2024,Laundry,3,0.99,Light,Customer Pickup,1325.79,1/3/2024,1325.79,Cash,238.64,53.03,53.03,66.29,0,20,0,39.77,0,99.43,26.52,596.71,729.08,Paid
181,78,Male,22,Florida,Regular,10/1/2022,10/2/2022,10/6/2022,Laundry,9,5.75,Mixed,Home Delivery,6001.3,10/6/2022,6001.3,Credit Card,1320.29,300.07,240.05,300.07,0,20,240.05,180.04,0,450.1,120.03,3170.7,2830.6,Paid
182,10,Male,22,New Jersey,Regular,1/24/2024,1/25/2024,1/29/2024,Dry Cleaning,28,7.73,Light,Home Delivery,3489.01,1/29/2024,3489.01,Cash,628.02,174.45,0,0,209.34,50,139.56,104.67,0,261.68,69.78,1637.5,1851.51,Paid
183,14,Male,31,Tennessee,Regular,12/7/2023,12/8/2023,12/12/2023,Ironing,20,6.04,Light,Customer Pickup,2136.34,12/12/2023,2136.34,Cash,384.54,106.82,0,0,0,35,0,64.09,0,160.23,42.73,793.41,1342.93,Paid
184,38,Male,22,New York,Student,10/14/2024,10/15/2024,10/19/2024,Ironing,20,20.91,Heavy,Home Delivery,1347.39,10/15/2024,1347.39,Cash,350.32,80.84,0,0,0,35,53.9,40.42,0,101.05,26.95,688.48,658.91,Paid
185,49,Male,29,Alabama,Regular,3/30/2021,3/31/2021,4/4/2021,Laundry,27,8.19,Light,Customer Pickup,3069.28,4/4/2021,3069.28,Cash,552.47,153.46,122.77,153.46,0,50,0,92.08,0,230.2,61.39,1415.83,1653.45,Paid
186,31,Male,39,New York,Student,7/15/2023,7/16/2023,7/20/2023,Laundry,9,2.44,Light,Home Delivery,7820.46,7/20/2023,7820.46,Cash,1407.68,312.82,312.82,391.02,0,20,312.82,234.61,0,586.53,156.41,3734.71,4085.75,Paid
187,9,Female,54,New York,Regular,4/4/2025,4/5/2025,4/9/2025,Laundry,10,2.98,Light,Customer Pickup,12780.69,4/9/2025,12780.69,Credit Card,2300.52,511.23,511.23,639.03,0,20,0,383.42,0,958.55,255.61,5579.59,7201.1,Paid
188,51,Female,39,California,Corporate,3/19/2022,3/20/2022,3/24/2022,Laundry,27,16.49,Mixed,Customer Pickup,9990.41,3/24/2022,9990.41,Credit Card,2197.89,599.42,399.62,499.52,0,50,0,299.71,0,749.28,199.81,4995.25,4995.16,Paid
189,25,Male,44,Tennessee,Student,11/14/2023,11/15/2023,11/19/2023,Laundry,13,3.59,Light,Customer Pickup,7265.98,11/19/2023,7265.98,Online Payment,1307.88,290.64,290.64,363.3,0,35,0,217.98,0,544.95,145.32,3195.71,4070.27,Paid
190,75,Male,40,Texas,Student,3/19/2024,3/20/2024,3/24/2024,Stain Removal,18,4.66,Light,Home Delivery,7091.81,3/24/2024,7091.81,Cash,1276.53,283.67,212.75,141.84,283.67,35,283.67,212.75,0,531.89,141.84,3403.61,3688.2,Paid
191,96,Male,27,Florida,Corporate,3/23/2022,3/24/2022,3/28/2022,Ironing,10,3.17,Light,Customer Pickup,8396.19,3/28/2022,8396.19,Cash,1511.31,335.85,0,0,0,20,0,251.89,0,629.71,167.92,2916.68,5479.51,Paid
192,57,Female,45,California,Regular,7/13/2024,7/14/2024,7/18/2024,Dry Cleaning,29,14.86,Mixed,Customer Pickup,3449.64,7/18/2024,3449.64,Credit Card,758.92,206.98,0,0,206.98,50,0,103.49,172.48,258.72,68.99,1481.6,1968.04,Paid
193,95,Male,34,Nevada,Regular,8/10/2023,8/11/2023,8/15/2023,Laundry,9,2.61,Light,Customer Pickup,7688.59,8/15/2023,7688.59,Cash,1383.95,307.54,307.54,384.43,0,20,0,230.66,0,576.64,153.77,3364.53,4324.06,Paid
194,6,Male,31,Pennsylvania,Regular,1/3/2021,1/4/2021,1/8/2021,Laundry,6,1.95,Light,Customer Pickup,3721.67,1/4/2021,3721.67,Cash,669.9,148.87,148.87,186.08,0,20,0,111.65,0,279.13,74.43,1638.93,2082.74,Paid
195,42,Female,52,Nevada,Student,4/12/2024,4/13/2024,4/17/2024,Laundry,25,7.66,Light,Customer Pickup,3406.98,4/17/2024,3406.98,Cash,613.26,170.35,136.28,170.35,0,50,0,102.21,0,255.52,68.14,1566.11,1840.87,Paid
196,92,Female,37,New York,Regular,1/31/2024,2/1/2024,2/5/2024,Mending,28,8.58,Light,Home Delivery,12524.13,2/5/2024,12524.13,Credit Card,2254.34,626.21,0,0,0,50,500.97,375.72,0,939.31,250.48,4997.03,7527.1,Paid
197,33,Female,44,Virginia,Regular,8/31/2023,9/1/2023,9/5/2023,Laundry,22,5.79,Light,Customer Pickup,13679.59,8/31/2023,13679.59,Online Payment,2462.33,683.98,547.18,683.98,0,50,0,410.39,0,1025.97,273.59,6137.42,7542.17,Paid
198,90,Male,42,North Carolina,Corporate,4/18/2021,4/19/2021,4/23/2021,Laundry,8,8.7,Heavy,Customer Pickup,5102.01,4/23/2021,5102.01,Online Payment,1326.52,255.1,204.08,255.1,0,20,0,153.06,0,382.65,102.04,2698.55,2403.46,Paid
199,50,Male,42,Maryland,Regular,1/1/2023,1/2/2023,1/6/2023,Dry Cleaning,2,1.12,Mixed,Customer Pickup,8398.59,1/1/2023,8398.59,Online Payment,1847.69,335.94,0,0,503.92,20,0,251.96,0,629.89,167.97,3757.37,4641.22,Paid
200,80,Male,27,Connecticut,Regular,11/7/2021,11/8/2021,11/12/2021,Dry Cleaning,14,3.69,Light,Customer Pickup,4741.63,11/12/2021,4741.63,Cash,853.49,189.67,0,0,284.5,35,0,142.25,0,355.62,94.83,1955.36,2786.27,Paid
201,50,Male,42,Maryland,Regular,10/5/2021,10/6/2021,10/10/2021,Laundry,18,5.37,Light,Home Delivery,13649.29,10/10/2021,13649.29,Credit Card,2456.87,682.46,545.97,682.46,0,35,545.97,409.48,0,1023.7,272.99,6654.9,6994.39,Paid
202,7,Female,64,New Mexico,Regular,7/9/2025,7/10/2025,7/14/2025,Laundry,15,7.52,Mixed,Home Delivery,8533.55,7/9/2025,8533.55,Credit Card,1877.38,426.68,341.34,426.68,0,35,341.34,256.01,0,640.02,170.67,4515.12,4018.43,Paid
203,85,Male,24,Massachusetts,Student,10/5/2021,10/6/2021,10/10/2021,Ironing,8,2.47,Light,Home Delivery,6737.06,10/10/2021,6737.06,Cash,1212.67,269.48,0,0,0,20,269.48,202.11,0,505.28,134.74,2613.76,4123.3,Paid
